customer_city,customer_email,customer_fname,customer_id,customer_lname,customer_password,customer_segment,customer_state,customer_street,customer_zipcode
Caguas,XXXXXXXXX,Martina,13971,Merritt,XXXXXXXXX,Consumer,PR,5161 Crystal Quail Jetty,725
Caguas,XXXXXXXXX,Victoria,14881,Rodriquez,XXXXXXXXX,Consumer,PR,930 Pleasant Island Chase,725
Caguas,XXXXXXXXX,Cynthia,14701,Fields,XXXXXXXXX,Consumer,PR,8581 Broad Trace,725
Caguas,XXXXXXXXX,Shafira,13988,Battle,XXXXXXXXX,Consumer,PR,9688 Silent Lagoon Meadow,725
Caguas,XXXXXXXXX,Mary,12422,Blevins,XXXXXXXXX,Consumer,PR,6473 Bright Expressway,725
Caguas,XXXXXXXXX,Amber,6939,Jimenez,XXXXXXXXX,Consumer,PR,4079 Rocky Inlet,725
Caguas,XXXXXXXXX,Mary,3335,Ramirez,XXXXXXXXX,Consumer,PR,1557 Heather Leaf Plaza,725
Caguas,XXXXXXXXX,Dennis,8976,Smith,XXXXXXXXX,Consumer,PR,9236 Little Pony Wharf,725
Caguas,XXXXXXXXX,Deborah,2036,Smith,XXXXXXXXX,Consumer,PR,9854 Jagged Impasse,725
Manati,XXXXXXXXX,Evelyn,11035,Fritz,XXXXXXXXX,Consumer,PR,8477 Middle Court,674
Caguas,XXXXXXXXX,Mary,12349,Arnold,XXXXXXXXX,Consumer,PR,8109 Amber Inlet,725
Caguas,XXXXXXXXX,Amy,5444,Stevenson,XXXXXXXXX,Consumer,PR,503 Foggy Wagon  Place,725
Caguas,XXXXXXXXX,Alice,12560,Mcintosh,XXXXXXXXX,Consumer,PR,911 Sleepy Cloud Carrefour,725
Caguas,XXXXXXXXX,Regan,12716,Buckley,XXXXXXXXX,Consumer,PR,4929 Red Road,725
Caguas,XXXXXXXXX,Myra,12661,Odonnell,XXXXXXXXX,Consumer,PR,732 Honey Harbour,725
Caguas,XXXXXXXXX,Quintessa,12571,Heath,XXXXXXXXX,Consumer,PR,9624 Hidden Villas,725
Caguas,XXXXXXXXX,Yetta,12638,Irwin,XXXXXXXXX,Consumer,PR,586 Gentle Anchor Chase,725
Caguas,XXXXXXXXX,Cheyenne,12565,Moss,XXXXXXXXX,Consumer,PR,3688 Thunder Prairie Heights,725
Caguas,XXXXXXXXX,Laura,12633,Shaffer,XXXXXXXXX,Consumer,PR,2311 Green Zephyr Rise,725
Caguas,XXXXXXXXX,Mariam,12829,Wright,XXXXXXXXX,Consumer,PR,577 Old Branch Jetty,725
Caguas,XXXXXXXXX,Hanna,15010,Bush,XXXXXXXXX,Consumer,PR,6025 Cotton Pond Farm,725
Caguas,XXXXXXXXX,Alexis,15136,Downs,XXXXXXXXX,Consumer,PR,3926 Indian Ridge,725
Caguas,XXXXXXXXX,Emma,12933,Harrison,XXXXXXXXX,Consumer,PR,8772 Silent Expressway,725
Caguas,XXXXXXXXX,Naida,12929,Horton,XXXXXXXXX,Consumer,PR,3179 Heather Arbor,725
Caguas,XXXXXXXXX,Iola,12911,Wallace,XXXXXXXXX,Consumer,PR,9128 Little Cloud Bay,725
Caguas,XXXXXXXXX,Ella,12852,Snider,XXXXXXXXX,Consumer,PR,3913 Old Link,725
Caguas,XXXXXXXXX,Hayfa,12942,Wilder,XXXXXXXXX,Consumer,PR,2186 Easy Creek Key,725
Humacao,XXXXXXXXX,Mary,1752,Merritt,XXXXXXXXX,Consumer,PR,6724 Crystal Dale,791
Caguas,XXXXXXXXX,Mary,11084,Mejia,XXXXXXXXX,Consumer,PR,4868 Easy Diversion,725
Caguas,XXXXXXXXX,Ashley,2011,Stanton,XXXXXXXXX,Consumer,PR,1607 Noble Prairie Place,725
Caguas,XXXXXXXXX,Cynthia,2090,Rosario,XXXXXXXXX,Consumer,PR,8368 Golden Alley,725
Caguas,XXXXXXXXX,Joyce,8438,Trevino,XXXXXXXXX,Consumer,PR,9297 Clear Berry Acres,725
Caguas,XXXXXXXXX,Julie,6687,Hamilton,XXXXXXXXX,Consumer,PR,1034 Easy Brook Bank,725
Caguas,XXXXXXXXX,Sandra,4878,Smith,XXXXXXXXX,Consumer,PR,2765 Middle Blossom Harbour,725
Caguas,XXXXXXXXX,Ruth,2700,Le,XXXXXXXXX,Consumer,PR,3926 Indian Ridge,725
Caguas,XXXXXXXXX,Carol,12252,Smith,XXXXXXXXX,Consumer,PR,4900 Quaking Gate,725
Caguas,XXXXXXXXX,Carissa,17502,Travis,XXXXXXXXX,Consumer,PR,8589 Red Deer Circuit,725
Caguas,XXXXXXXXX,Ivory,20419,Cannon,XXXXXXXXX,Consumer,PR,5032 Crystal Rabbit Private,725
Caguas,XXXXXXXXX,Kevyn,15454,Lott,XXXXXXXXX,Consumer,PR,4841 Merry Leaf Terrace,725
Caguas,XXXXXXXXX,Ruth,18155,Salas,XXXXXXXXX,Consumer,PR,2889 Sleepy Freeway,725
Caguas,XXXXXXXXX,Callie,18082,Jordan,XXXXXXXXX,Consumer,PR,690 Amber Moor,725
Caguas,XXXXXXXXX,Jaden,18224,Richards,XXXXXXXXX,Consumer,PR,4074 Sleepy Fox Estates,725
Caguas,XXXXXXXXX,Sara,18260,Brooks,XXXXXXXXX,Consumer,PR,3051 Dewy Creek Harbour,725
Caguas,XXXXXXXXX,Ocean,18253,Lee,XXXXXXXXX,Consumer,PR,3504 Dusty View Loop,725
Caguas,XXXXXXXXX,Daryl,18195,Carr,XXXXXXXXX,Consumer,PR,9138 Indian Nook,725
Caguas,XXXXXXXXX,Kameko,18192,Dejesus,XXXXXXXXX,Consumer,PR,4870 Broad Berry Circuit,725
Caguas,XXXXXXXXX,Ramona,16483,Randolph,XXXXXXXXX,Consumer,PR,1155 Cotton Inlet,725
Caguas,XXXXXXXXX,Lacy,16627,Mcclain,XXXXXXXXX,Consumer,PR,5237 Dewy Diversion,725
Caguas,XXXXXXXXX,Jade,19209,Nunez,XXXXXXXXX,Consumer,PR,5714 Jagged Leaf Street,725
Caguas,XXXXXXXXX,Phyllis,19135,Dale,XXXXXXXXX,Consumer,PR,6292 Noble Dale Falls,725
Caguas,XXXXXXXXX,Petra,16511,Webster,XXXXXXXXX,Consumer,PR,8133 Dewy Ramp,725
Caguas,XXXXXXXXX,Alice,19061,Alexan,XXXXXXXXX,Consumer,PR,8170 Dusty Oak Townline,725
Caguas,XXXXXXXXX,Nola,16401,Terrell,XXXXXXXXX,Consumer,PR,1133 Cozy Embers Plaza,725
Caguas,XXXXXXXXX,Jenna,19095,Cotton,XXXXXXXXX,Consumer,PR,7284 Hidden Elk Forest,725
Caguas,XXXXXXXXX,Melyssa,16396,Bush,XXXXXXXXX,Consumer,PR,8261 Hazy Falls,725
Caguas,XXXXXXXXX,Skyler,15737,Flynn,XXXXXXXXX,Consumer,PR,9729 Middle Shadow Run,725
Caguas,XXXXXXXXX,Whitney,15802,Spence,XXXXXXXXX,Consumer,PR,4439 Tawny Mall,725
Caguas,XXXXXXXXX,Martha,15765,Munoz,XXXXXXXXX,Consumer,PR,9709 Dewy Pointe,725
Caguas,XXXXXXXXX,Suki,18780,Singleton,XXXXXXXXX,Consumer,PR,2972 Silent Blossom Pointe,725
Caguas,XXXXXXXXX,Isabella,18797,Sexton,XXXXXXXXX,Consumer,PR,1116 Silent Crest,725
Caguas,XXXXXXXXX,Giselle,18761,Stark,XXXXXXXXX,Consumer,PR,610 Pleasant Shadow Heights,725
Caguas,XXXXXXXXX,Emi,15867,Randolph,XXXXXXXXX,Consumer,PR,6195 Broad Deer Townline,725
Caguas,XXXXXXXXX,Myra,15865,Coleman,XXXXXXXXX,Consumer,PR,8799 Quaking Arbor,725
Caguas,XXXXXXXXX,Chloe,15883,Aguirre,XXXXXXXXX,Consumer,PR,1108 Harvest Street,725
Caguas,XXXXXXXXX,Mary,1296,King,XXXXXXXXX,Consumer,PR,9861 Grand Elk Trace,725
Caguas,XXXXXXXXX,Christopher,479,Curtis,XXXXXXXXX,Consumer,PR,2841 Silent Deer Chase,725
Caguas,XXXXXXXXX,Vielka,20625,Morrison,XXXXXXXXX,Consumer,PR,1557 High Spring Cove,725
Caguas,XXXXXXXXX,Camille,20715,Koch,XXXXXXXXX,Consumer,PR,3114 Grand Quail Pointe,725
Caguas,XXXXXXXXX,Yoshi,17379,Bird,XXXXXXXXX,Consumer,PR,5393 Hidden Glade,725
Caguas,XXXXXXXXX,Anika,16074,Spears,XXXXXXXXX,Consumer,PR,2805 Indian Passage,725
Caguas,XXXXXXXXX,Sybill,17414,Washington,XXXXXXXXX,Consumer,PR,1221 High Crest,725
Caguas,XXXXXXXXX,Rhiannon,17976,Wagner,XXXXXXXXX,Consumer,PR,8906 Rustic Mall,725
Caguas,XXXXXXXXX,Mary,1396,Smith,XXXXXXXXX,Consumer,PR,3980 Cozy Bay,725
Caguas,XXXXXXXXX,Mary,1077,Williamson,XXXXXXXXX,Consumer,PR,2414 Harvest Lake Loop,725
Caguas,XXXXXXXXX,Lara,17700,York,XXXXXXXXX,Consumer,PR,1682 Cozy Trail,725
Caguas,XXXXXXXXX,Sade,20442,Skinner,XXXXXXXXX,Consumer,PR,6772 Cotton Wagon Moor,725
Caguas,XXXXXXXXX,Maryam,17395,Wood,XXXXXXXXX,Consumer,PR,7940 Noble Field,725
Bayamon,XXXXXXXXX,Hermione,17340,Velez,XXXXXXXXX,Consumer,PR,6296 Rocky Nectar Square,957
Caguas,XXXXXXXXX,Maggy,17716,Donaldson,XXXXXXXXX,Consumer,PR,8497 Emerald Grove Pines,725
Caguas,XXXXXXXXX,Halee,16088,Andrews,XXXXXXXXX,Consumer,PR,6324 Jagged Orchard,725
Caguas,XXXXXXXXX,Sara,16070,Farley,XXXXXXXXX,Consumer,PR,4967 Umber Green,725
Caguas,XXXXXXXXX,Winter,17698,Richmond,XXXXXXXXX,Consumer,PR,3212 Broad Falls,725
Caguas,XXXXXXXXX,Frances,18009,Bolton,XXXXXXXXX,Consumer,PR,8361 Jagged By-pass,725
Caguas,XXXXXXXXX,Vielka,17625,Richardson,XXXXXXXXX,Consumer,PR,6724 Golden Quay,725
Caguas,XXXXXXXXX,Mary,1829,Cain,XXXXXXXXX,Consumer,PR,5008 Hidden Autoroute,725
Caguas,XXXXXXXXX,Cassady,20708,Wilkins,XXXXXXXXX,Consumer,PR,2592 Colonial Pointe,725
Caguas,XXXXXXXXX,Myra,18006,Jordan,XXXXXXXXX,Consumer,PR,7254 Bright Pines,725
Caguas,XXXXXXXXX,Lila,16066,Burgess,XXXXXXXXX,Consumer,PR,3450 Quiet Hickory Harbour,725
Caguas,XXXXXXXXX,Mary,1778,Bishop,XXXXXXXXX,Consumer,PR,7971 Wishing Corners,725
Caguas,XXXXXXXXX,Kelsie,17730,Lyons,XXXXXXXXX,Consumer,PR,3926 Indian Ridge,725
Caguas,XXXXXXXXX,Anthony,4587,Smith,XXXXXXXXX,Consumer,PR,5945 Dusty Falls,725
Caguas,XXXXXXXXX,Lynn,16029,Bowers,XXXXXXXXX,Consumer,PR,3815 Tawny Swale,725
Caguas,XXXXXXXXX,Albert,3632,Flores,XXXXXXXXX,Consumer,PR,3587 Blue Mall,725
Caguas,XXXXXXXXX,Jean,811,Mcintyre,XXXXXXXXX,Consumer,PR,6610 Umber Pine Jetty,725
Caguas,XXXXXXXXX,Charlotte,20687,Fields,XXXXXXXXX,Consumer,PR,8570 Lost Barn Expressway,725
Caguas,XXXXXXXXX,Cynthia,17692,Rosales,XXXXXXXXX,Consumer,PR,8944 Lazy Bluff Maze,725
Caguas,XXXXXXXXX,Eleanor,18021,Odonnell,XXXXXXXXX,Consumer,PR,9552 Quaking Edge,725
San Juan,XXXXXXXXX,Fiora,18397,Roberson,XXXXXXXXX,Consumer,PR,1984 Colonial Elk Close,921
Caguas,XXXXXXXXX,Velma,20614,Conley,XXXXXXXXX,Consumer,PR,3884 Golden Landing,725
Caguas,XXXXXXXXX,Kellie,15937,Mayo,XXXXXXXXX,Consumer,PR,9627 Sleepy Bend,725
Caguas,XXXXXXXXX,Rachel,17494,Riddle,XXXXXXXXX,Consumer,PR,6534 Cinder Campus,725
Caguas,XXXXXXXXX,Hadley,17948,Jimenez,XXXXXXXXX,Consumer,PR,2519 Cinder Orchard,725
Caguas,XXXXXXXXX,Kyla,20577,Henderson,XXXXXXXXX,Consumer,PR,1393 Umber Sky Estates,725
Caguas,XXXXXXXXX,Brenda,6861,Smith,XXXXXXXXX,Consumer,PR,6548 Emerald Diversion,725
Caguas,XXXXXXXXX,Illana,20612,Rhodes,XXXXXXXXX,Consumer,PR,6370 Emerald Row,725
Caguas,XXXXXXXXX,Isabella,20575,Henson,XXXXXXXXX,Consumer,PR,3632 Emerald Robin Glen,725
Caguas,XXXXXXXXX,Joan,17330,Whitney,XXXXXXXXX,Consumer,PR,1023 Merry Canyon,725
Caguas,XXXXXXXXX,Guinevere,20610,Butler,XXXXXXXXX,Consumer,PR,7358 Gentle Manor,725
Caguas,XXXXXXXXX,Kylie,20556,Wynn,XXXXXXXXX,Consumer,PR,4212 Honey Trail,725
Caguas,XXXXXXXXX,Mari,18375,Rodriguez,XXXXXXXXX,Consumer,PR,1557 High Spring Cove,725
Caguas,XXXXXXXXX,Lacota,18357,Church,XXXXXXXXX,Consumer,PR,1831 Dewy Forest Manor,725
Caguas,XXXXXXXXX,Katell,17980,Sloan,XXXXXXXXX,Consumer,PR,6036 Quaking Gate Bend,725
Caguas,XXXXXXXXX,Mary,7626,Jones,XXXXXXXXX,Consumer,PR,3665 Tawny Knoll,725
Caguas,XXXXXXXXX,Kylynn,15339,Murphy,XXXXXXXXX,Consumer,PR,3772 Silent Dale Walk,725
Caguas,XXXXXXXXX,Hedy,15607,Levy,XXXXXXXXX,Consumer,PR,1025 Colonial Plaza,725
Caguas,XXXXXXXXX,Carolyn,18732,Valencia,XXXXXXXXX,Consumer,PR,7890 Clear Corner,725
Caguas,XXXXXXXXX,Venus,15586,Martin,XXXXXXXXX,Consumer,PR,414 Colonial Carrefour,725
Caguas,XXXXXXXXX,Ila,15568,Stuart,XXXXXXXXX,Consumer,PR,3444 Jagged Brook Mall,725
Caguas,XXXXXXXXX,Audrey,15638,Cortez,XXXXXXXXX,Consumer,PR,866 Crystal Path,725
Caguas,XXXXXXXXX,Rhiannon,15386,Brock,XXXXXXXXX,Consumer,PR,6036 Quaking Gate Bend,725
Caguas,XXXXXXXXX,Jade,15673,Herman,XXXXXXXXX,Consumer,PR,8842 Crystal Horse Green,725
Caguas,XXXXXXXXX,Rosalyn,15565,Owens,XXXXXXXXX,Consumer,PR,2704 Shady Willow Villas,725
Caguas,XXXXXXXXX,Keelie,15401,Ortiz,XXXXXXXXX,Consumer,PR,799 Hidden Horse Trace,725
Caguas,XXXXXXXXX,Haviva,15540,Mccoy,XXXXXXXXX,Consumer,PR,5292 Shady Pony Cape,725
Greeley,XXXXXXXXX,Janet,10014,Williams,XXXXXXXXX,Consumer,CO,9890 Pleasant Highway,80631
Hialeah,XXXXXXXXX,Mary,4947,Hobbs,XXXXXXXXX,Consumer,FL,4110 Silent Pointe,33016
Scottsdale,XXXXXXXXX,Mary,5662,Figueroa,XXXXXXXXX,Consumer,AZ,9030 Clear Glade,85254
Philadelphia,XXXXXXXXX,Bruce,5794,Werner,XXXXXXXXX,Consumer,PA,6613 Sleepy Horse Quay,19140
Tampa,XXXXXXXXX,Mary,5912,Palmer,XXXXXXXXX,Consumer,FL,1066 Stony Bay,33624
Amarillo,XXXXXXXXX,Brittany,4950,Henry,XXXXXXXXX,Consumer,TX,1507 Hazy Elk Path,79109
Caguas,XXXXXXXXX,Douglas,6801,Smith,XXXXXXXXX,Consumer,PR,1284 High Apple Highlands,725
Caguas,XXXXXXXXX,Mary,11709,Harrison,XXXXXXXXX,Consumer,PR,3579 Round Dale Woods,725
Caguas,XXXXXXXXX,Janice,9893,Smith,XXXXXXXXX,Consumer,PR,8767 Round Crescent,725
Caguas,XXXXXXXXX,Brenda,7374,Smith,XXXXXXXXX,Consumer,PR,2699 Jagged Horse Highway,725
Pompano Beach,XXXXXXXXX,Mary,2196,Jacobs,XXXXXXXXX,Home Office,FL,9607 Merry Grove,33068
Caguas,XXXXXXXXX,Andrew,3445,Smith,XXXXXXXXX,Consumer,PR,7859 Silver Treasure Wynd,725
Cumberland,XXXXXXXXX,Christina,10446,Krause,XXXXXXXXX,Home Office,MD,8823 Quiet Brook Port,21502
Caguas,XXXXXXXXX,Mary,5975,Smith,XXXXXXXXX,Home Office,PR,3137 Harvest Branch Road,725
Philadelphia,XXXXXXXXX,Kimberly,6116,Tanner,XXXXXXXXX,Home Office,PA,9950 Quiet Spring Wynd,19104
Caguas,XXXXXXXXX,Thomas,303,Rowe,XXXXXXXXX,Consumer,PR,3278 Quiet Hollow,725
Phoenix,XXXXXXXXX,Richard,7385,Arellano,XXXXXXXXX,Home Office,AZ,7533 Clear Goose Lane,85040
San Jose,XXXXXXXXX,Sean,10045,Bradley,XXXXXXXXX,Home Office,CA,990 Dewy Crest,95125
El Cajon,XXXXXXXXX,Jacob,11740,Foster,XXXXXXXXX,Home Office,CA,3327 Indian Centre,92021
Caguas,XXXXXXXXX,Eric,5641,Cohen,XXXXXXXXX,Consumer,PR,1399 Dewy Expressway,725
Caguas,XXXXXXXXX,Donald,2314,Smith,XXXXXXXXX,Consumer,PR,9749 Bright Cloud Extension,725
Opa Locka,XXXXXXXXX,Margaret,8779,Barber,XXXXXXXXX,Home Office,FL,884 Lazy Elk Downs,33055
Kent,XXXXXXXXX,Jeremy,10520,Williams,XXXXXXXXX,Home Office,WA,4149 Gentle Log Cape,98031
Philadelphia,XXXXXXXXX,Eugene,11795,Lewis,XXXXXXXXX,Home Office,PA,6088 Hazy Grove Valley,19148
Brooklyn,XXXXXXXXX,Mary,1227,Fields,XXXXXXXXX,Home Office,NY,381 Velvet Hickory Beach,11209
Hickory,XXXXXXXXX,Melissa,10732,Robertson,XXXXXXXXX,Home Office,NC,9383 Jagged Front,28601
Caguas,XXXXXXXXX,Mary,7496,Hicks,XXXXXXXXX,Home Office,PR,9451 Bright Walk,725
Hanover,XXXXXXXXX,Mary,147,Smith,XXXXXXXXX,Home Office,PA,443 Jagged Lane,17331
Columbia,XXXXXXXXX,James,9092,Smith,XXXXXXXXX,Home Office,TN,9359 Hidden Landing,38401
Peoria,XXXXXXXXX,Ruth,18064,Bradley,XXXXXXXXX,Consumer,AZ,9133 Merry Dale,85345
Panorama City,XXXXXXXXX,Maris,18222,Davidson,XXXXXXXXX,Consumer,CA,376 Jagged Centre,91402
El Cajon,XXXXXXXXX,Jane,18272,Powers,XXXXXXXXX,Consumer,CA,4958 Heather Panda Bank,92021
Fort Lauderdale,XXXXXXXXX,Hiroko,18196,Reynolds,XXXXXXXXX,Consumer,FL,8612 Red Rabbit Pines,33313
Garland,XXXXXXXXX,Kim,16458,Michael,XXXXXXXXX,Consumer,TX,3614 Golden Expressway,75040
Westminster,XXXXXXXXX,Courtney,19185,Page,XXXXXXXXX,Consumer,CA,655 Honey Embers Ridge,92683
Florissant,XXXXXXXXX,Gloria,16453,Christensen,XXXXXXXXX,Consumer,MO,6692 Clear Edge,63031
Hayward,XXXXXXXXX,Regan,15681,Singleton,XXXXXXXXX,Consumer,CA,5261 Amber Avenue,94544
Philadelphia,XXXXXXXXX,Christen,15986,Madden,XXXXXXXXX,Consumer,PA,2036 Iron Mountain,19148
Tonawanda,XXXXXXXXX,Shellie,18406,Clarke,XXXXXXXXX,Consumer,NY,1942 Middle Bluff Crescent,14150
Lawton,XXXXXXXXX,Audrey,17691,Pearson,XXXXXXXXX,Consumer,OK,3910 Clear Walk,73505
Chandler,XXXXXXXXX,Joan,18734,Dudley,XXXXXXXXX,Consumer,AZ,1655 Little Bear Circle,85224
New York,XXXXXXXXX,Uta,18709,Rose,XXXXXXXXX,Consumer,NY,2455 Stony Fox Crossing,10027
Modesto,XXXXXXXXX,Halee,17588,Austin,XXXXXXXXX,Consumer,CA,4123 Cinder Acres,95355
North Richland Hills,XXXXXXXXX,Sage,17189,Gonzales,XXXXXXXXX,Consumer,TX,8443 Silent Glade,76180
San Francisco,XXXXXXXXX,Myra,20365,Emerson,XXXXXXXXX,Consumer,CA,7027 High Passage,94122
Saint Paul,XXXXXXXXX,Leila,17043,Sweet,XXXXXXXXX,Consumer,MN,4772 Indian Alley,55124
Rancho Cucamonga,XXXXXXXXX,Sandra,20127,Clements,XXXXXXXXX,Consumer,CA,4277 Noble Subdivision,91730
Mesa,XXXXXXXXX,Lois,19926,Sullivan,XXXXXXXXX,Consumer,AZ,4062 Rocky Fox Limits,85204
Yonkers,XXXXXXXXX,Bo,18985,Sellers,XXXXXXXXX,Consumer,NY,3152 Wishing Pointe,10701
Bakersfield,XXXXXXXXX,Ila,18079,Bass,XXXXXXXXX,Consumer,CA,6281 Round Farm,93304
Daly City,XXXXXXXXX,Yuri,18203,Rocha,XXXXXXXXX,Consumer,CA,5430 Iron Mountain Lane,94014
Salina,XXXXXXXXX,Alfreda,18038,White,XXXXXXXXX,Consumer,KS,6631 Tawny Panda Woods,67401
Las Vegas,XXXXXXXXX,Xena,18254,Mcpherson,XXXXXXXXX,Consumer,NV,9079 Stony Brook Extension,89110
San Jose,XXXXXXXXX,Briar,18124,Bean,XXXXXXXXX,Consumer,CA,119 Round Vale,95127
Del Rio,XXXXXXXXX,Ila,18211,Snow,XXXXXXXXX,Consumer,TX,4079 Blue End,78840
Portland,XXXXXXXXX,Karina,19233,Holmes,XXXXXXXXX,Consumer,OR,5907 Broad Pond Chase,97229
Sanford,XXXXXXXXX,Glenna,19223,Britt,XXXXXXXXX,Consumer,NC,4466 Burning Round,27330
New York,XXXXXXXXX,Gwendolyn,19222,Lara,XXXXXXXXX,Consumer,NY,4208 Harvest Grounds,10024
Brooklyn,XXXXXXXXX,Xerxes,16400,Webster,XXXXXXXXX,Consumer,NY,2541 Merry Fawn Via,11238
Raleigh,XXXXXXXXX,Christine,19147,Luna,XXXXXXXXX,Consumer,NC,753 Emerald Pine Glen,27606
Winnetka,XXXXXXXXX,Leilani,16416,Zamora,XXXXXXXXX,Consumer,CA,9890 Pleasant Highway,91306
Strongsville,XXXXXXXXX,Octavia,19236,Wolfe,XXXXXXXXX,Consumer,OH,3880 Gentle Meadow,44136
Greenville,XXXXXXXXX,Alfreda,19090,Cardenas,XXXXXXXXX,Consumer,NC,1658 Emerald Pony Green,27858
Lynn,XXXXXXXXX,Amena,15789,Short,XXXXXXXXX,Consumer,MA,4389 Easy Mountain,1902
Chicago,XXXXXXXXX,Mercedes,15788,Jones,XXXXXXXXX,Consumer,IL,2476 Green Leaf Walk,60623
Manchester,XXXXXXXXX,Mary,18824,Golden,XXXXXXXXX,Consumer,CT,4229 Iron Elk Turnabout,6040
Las Vegas,XXXXXXXXX,Lenore,15804,Figueroa,XXXXXXXXX,Consumer,NV,3076 Indian Mews,89121
Placentia,XXXXXXXXX,Tara,15821,Dorsey,XXXXXXXXX,Consumer,CA,2897 Rustic Mountain Crest,92870
Portland,XXXXXXXXX,Ella,15817,Workman,XXXXXXXXX,Consumer,OR,9726 Dewy Grounds,97206
Annandale,XXXXXXXXX,Bree,15744,Gill,XXXXXXXXX,Consumer,VA,8445 Noble Timber Subdivision,22003
Jersey City,XXXXXXXXX,Jeanette,18781,Oliver,XXXXXXXXX,Consumer,NJ,6088 Amber Brook Gardens,7305
Waipahu,XXXXXXXXX,Yetta,15905,Campbell,XXXXXXXXX,Consumer,HI,5543 Clear Cloud Falls,96797
Norfolk,XXXXXXXXX,Mira,18760,Jennings,XXXXXXXXX,Consumer,VA,2893 Shady Drive,23503
Warren,XXXXXXXXX,Aspen,18793,Gilmore,XXXXXXXXX,Consumer,MI,4271 Honey Beach,48093
New Braunfels,XXXXXXXXX,Dorothy,17961,Good,XXXXXXXXX,Consumer,TX,5779 Hazy Deer Limits,78130
Findlay,XXXXXXXXX,Clio,18517,Boyer,XXXXXXXXX,Consumer,OH,3152 Lazy Close,45840
Aurora,XXXXXXXXX,Yeo,17435,Espinoza,XXXXXXXXX,Consumer,IL,4145 Lost Treasure Pointe,60506
Lewisville,XXXXXXXXX,Quintessa,17996,Barker,XXXXXXXXX,Consumer,TX,8824 Noble View Valley,75067
Reynoldsburg,XXXXXXXXX,Audrey,17308,Tyler,XXXXXXXXX,Consumer,OH,4171 Stony Fawn Pike,43068
Saint Paul,XXXXXXXXX,Kim,17958,Wolfe,XXXXXXXXX,Consumer,MN,9761 Broad Crossing,55124
Raleigh,XXXXXXXXX,Renee,20641,Garrett,XXXXXXXXX,Consumer,NC,2538 Sunny Beacon Vale,27606
Granite City,XXXXXXXXX,Lacy,20676,Sutton,XXXXXXXXX,Consumer,IL,5214 Colonial Square,62040
Chicago,XXXXXXXXX,Jane,18296,Shepard,XXXXXXXXX,Consumer,IL,8217 Fallen Panda Walk,60649
El Paso,XXXXXXXXX,Jillian,16069,Huber,XXXXXXXXX,Consumer,TX,2406 Broad Embers Parade,79924
Fort Lauderdale,XXXXXXXXX,Elaine,17714,Farmer,XXXXXXXXX,Consumer,FL,2099 Honey Anchor Terrace,33313
Madera,XXXXXXXXX,Oprah,17917,Roman,XXXXXXXXX,Consumer,CA,9117 Harvest Street,93638
Miami,XXXXXXXXX,Rhoda,18491,Webster,XXXXXXXXX,Consumer,FL,2616 Green View Gate,33175
Washington,XXXXXXXXX,Rose,17372,Matthews,XXXXXXXXX,Consumer,DC,1605 Fallen Abbey,20009
Fort Lauderdale,XXXXXXXXX,Tatyana,15959,Greer,XXXXXXXXX,Consumer,FL,1509 Burning Spring Vista,33311
Pomona,XXXXXXXXX,Sydnee,16030,Ochoa,XXXXXXXXX,Consumer,CA,830 Clear Sky Vale,91766
Philadelphia,XXXXXXXXX,Fallon,17389,Glass,XXXXXXXXX,Consumer,PA,911 Rustic Round,19131
Louisville,XXXXXXXXX,Maya,17262,Cantu,XXXXXXXXX,Consumer,KY,2743 Hidden Blossom Square,40214
Cumberland,XXXXXXXXX,Sydney,16083,Faulkner,XXXXXXXXX,Consumer,MD,4197 Lazy Diversion,21502
New York,XXXXXXXXX,Mary,18289,Dickerson,XXXXXXXXX,Consumer,NY,5351 Blue Treasure Square,10025
Colorado Springs,XXXXXXXXX,Gwendolyn,16026,Kelley,XXXXXXXXX,Consumer,CO,835 Lost Anchor Meadow,80906
Palatine,XXXXXXXXX,Brenna,18466,Brooks,XXXXXXXXX,Consumer,IL,3481 Wishing Port,60067
Piscataway,XXXXXXXXX,Orli,15953,Atkinson,XXXXXXXXX,Consumer,NJ,2383 Crystal Panda Mount,8854
Brownsville,XXXXXXXXX,Wynne,18000,Sharp,XXXXXXXXX,Consumer,TX,2039 Dewy Rabbit Crescent,78520
Phoenix,XXXXXXXXX,Amity,17329,Mccoy,XXXXXXXXX,Consumer,AZ,5561 Easy Turnabout,85008
Bronx,XXXXXXXXX,Lana,20393,Lynn,XXXXXXXXX,Consumer,NY,3760 Rocky Village,10463
San Pablo,XXXXXXXXX,Mallory,17490,Williams,XXXXXXXXX,Consumer,CA,7381 Cozy Horse Path,94806
Bakersfield,XXXXXXXXX,Nora,15485,Goff,XXXXXXXXX,Consumer,CA,6281 Round Farm,93304
Saint Paul,XXXXXXXXX,Rhea,15431,Haynes,XXXXXXXXX,Consumer,MN,5104 Rustic Downs,55106
New York,XXXXXXXXX,Erica,15321,Sanford,XXXXXXXXX,Consumer,NY,8355 Lazy Anchor Pines,10002
North Las Vegas,XXXXXXXXX,Martina,15464,Henderson,XXXXXXXXX,Consumer,NV,9712 Fallen Robin Diversion,89030
Kailua,XXXXXXXXX,Kellie,15369,Conrad,XXXXXXXXX,Consumer,HI,1991 Jagged Creek Highway,96734
